"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Adm",2.41981264205998e-12,0.25723612707437,0.326,0.023,4.01495313570591e-08,"2","Adm"
"Calm1",2.45239457464648e-12,0.91322501687133,1,0.977,4.06901307825344e-08,"2","Calm1"
"Arhgef12",2.47809203617242e-12,0.876673297126482,0.977,0.734,4.11165030641727e-08,"2","Arhgef12"
"4930503L19Rik",2.56721654180297e-12,0.548705846519654,0.977,0.541,4.25952568615949e-08,"2","4930503L19Rik"
"Cmtm8",2.82385719356844e-12,0.487615595830422,0.884,0.482,4.68534385556876e-08,"2","Cmtm8"
"Gask1b",2.93860146927725e-12,0.715259411221683,0.767,0.271,4.87572755782481e-08,"2","Gask1b"
"Aopep",3.41794890583538e-12,0.556889429892408,0.814,0.335,5.67106082456207e-08,"2","Aopep"
"Dmwd1",3.43690518268641e-12,0.540342842283655,0.953,0.546,5.70251307911329e-08,"2","Dmwd"
"Flna1",3.45903514711049e-12,0.922476121409414,1,0.867,5.73923111608573e-08,"2","Flna"
"Nnat",3.56345346611711e-12,0.298961267534793,0.605,0.138,5.91248199098151e-08,"2","Nnat"
"Filip1l",3.76785130192525e-12,0.627616782326982,0.791,0.28,6.25161888015438e-08,"2","Filip1l"
"Pcdhgc4",3.79189754564129e-12,0.29584276454693,0.488,0.083,6.29151640772803e-08,"2","Pcdhgc4"
"Sdc3",3.89906164173252e-12,0.634883826681696,0.884,0.353,6.4693230759626e-08,"2","Sdc3"
"Mfge8",3.92439743571336e-12,1.0624467762934,0.977,0.725,6.5113602253356e-08,"2","Mfge8"
"Ctnnb11",4.18388297909533e-12,0.956464678435132,1,0.982,6.94189863891497e-08,"2","Ctnnb1"
"Rai141",4.35371277946744e-12,0.89952264371572,1,0.665,7.22368024369238e-08,"2","Rai14"
"Adam15",4.97187645925961e-12,0.785939510076449,0.977,0.528,8.24933742120355e-08,"2","Adam15"
"Carhsp1",5.2397890314044e-12,1.01378231309929,0.953,0.647,8.69385796090618e-08,"2","Carhsp1"
"Fam83d",5.54427586911952e-12,0.517042136824983,0.837,0.307,9.19906252204311e-08,"2","Fam83d"
"Abcg2",5.72550699672987e-12,0.915651708442424,1,0.853,9.49976120897421e-08,"2","Abcg2"
"Rgmb",6.06775125397516e-12,0.287924400634546,0.581,0.138,1.00676128805956e-07,"2","Rgmb"
"Col13a1",6.09001120209249e-12,0.264885173343591,0.279,0.014,1.01045465865119e-07,"2","Col13a1"
"Cfl21",6.24819920749994e-12,0.661684193288451,1,0.697,1.03670121250839e-07,"2","Cfl2"
"Raph1",6.6978065792599e-12,0.966013100606972,1,0.578,1.1113000676308e-07,"2","Raph1"
"Traf4",7.0841530080064e-12,0.650421748988329,0.953,0.624,1.17540266708842e-07,"2","Traf4"
"Ecscr1",7.24851805458397e-12,0.757637445632893,1,0.642,1.20267411561657e-07,"2","Ecscr"
"Tecpr1",7.25988369671393e-12,0.88295143987061,0.884,0.495,1.20455990295878e-07,"2","Tecpr1"
"Zfp618",7.69197087650128e-12,0.342943165824171,0.721,0.216,1.27625180782909e-07,"2","Zfp618"
"Ddah1",7.94745302727404e-12,0.533612460613862,0.767,0.239,1.31864140628531e-07,"2","Ddah1"
"Cttn",8.07746858784868e-12,0.868921597089992,1,0.67,1.34021358809585e-07,"2","Cttn"
"Lima1",8.3499871496524e-12,0.680330080991386,0.93,0.39,1.38542986787033e-07,"2","Lima1"
"Ankrd50",8.63337372711007e-12,0.616561562921207,0.977,0.56,1.4324493688021e-07,"2","Ankrd50"
"Mpdz",9.02084176988725e-12,0.75880766956539,1,0.628,1.49673806645969e-07,"2","Mpdz"
"Nek6",1.18416511372287e-11,1.15009629332781,0.953,0.835,1.96476675668898e-07,"2","Nek6"
"B4galt7",1.21662561817013e-11,0.274328904470944,0.814,0.326,2.01862522566788e-07,"2","B4galt7"
"Uaca",1.22529403480374e-11,0.780258187773602,0.907,0.528,2.03300786254637e-07,"2","Uaca"
"Itm2c",1.30055487525012e-11,0.949065025299958,0.953,0.72,2.157880649015e-07,"2","Itm2c"
"Mdk1",1.3391301352335e-11,0.595999069037353,1,0.564,2.22188472037942e-07,"2","Mdk"
"Nradd",1.34461046974775e-11,0.317666956778278,0.767,0.243,2.23097769140546e-07,"2","Nradd"
"Grap",1.37012149953424e-11,0.388638668208794,0.907,0.44,2.27330559202721e-07,"2","Grap"
"Map4k4",1.43097624014815e-11,0.94352886289199,0.977,0.89,2.37427577765382e-07,"2","Map4k4"
"Hsp90b1",1.43803708198226e-11,0.694925856232527,1,0.972,2.38599112642496e-07,"2","Hsp90b1"
"Nox4",1.53605770782839e-11,0.309924629943425,0.558,0.124,2.54862694882887e-07,"2","Nox4"
"Ppic1",1.59828060715685e-11,0.916395721777665,1,0.849,2.65186718339465e-07,"2","Ppic"
"Tspan61",1.69344762859342e-11,0.830792391358859,1,0.748,2.8097683053622e-07,"2","Tspan6"
"Ptpn12",1.70286420985902e-11,0.874009299140563,1,0.899,2.82539229699809e-07,"2","Ptpn12"
"Cttnbp2",1.80188951024234e-11,0.37356457024001,0.442,0.069,2.98969507539409e-07,"2","Cttnbp2"
"Cpd",1.90624476510241e-11,0.879142744339576,1,0.752,3.16284131425792e-07,"2","Cpd"
"Cav2",1.91709503564793e-11,0.350742509535377,0.744,0.257,3.18084408314704e-07,"2","Cav2"
"Slc9a3r2",2.01855920383354e-11,0.954113163845682,0.884,0.491,3.34919343100061e-07,"2","Slc9a3r2"
"Rbfox21",2.07506153812698e-11,0.514300595179103,0.977,0.55,3.44294210406029e-07,"2","Rbfox2"
"Stox2",2.3387097833885e-11,0.308994341645968,0.744,0.216,3.88038727259819e-07,"2","Stox2"
"Mrgpre",2.71919563168799e-11,0.347213234724433,0.581,0.138,4.51168939209672e-07,"2","Mrgpre"
"Exoc3l",2.73220558411786e-11,0.548999849530978,0.93,0.445,4.53327550516835e-07,"2","Exoc3l"
"Clic4",2.7973500390935e-11,0.887011723176068,1,0.867,4.64136318486393e-07,"2","Clic4"
"Gprc5c",2.96509968882153e-11,0.289313313003366,0.419,0.064,4.91969340369268e-07,"2","Gprc5c"
"Cthrc1",2.97621634862959e-11,0.382053195775313,0.395,0.05,4.93813816564621e-07,"2","Cthrc1"
"Zfp532",3.13550017826698e-11,0.540625821374106,0.977,0.486,5.20242189578057e-07,"2","Zfp532"
"Tmem109",3.27863871792224e-11,0.6893771624442,1,0.693,5.43991736077657e-07,"2","Tmem109"
"Rasal2",3.46247203283627e-11,0.441325077175832,0.953,0.468,5.74493359688194e-07,"2","Rasal2"
"Arhgap18",3.74765052772447e-11,1.48351296077916,1,0.757,6.21810175560043e-07,"2","Arhgap18"
"Sox131",4.70879797391385e-11,0.481761194614296,0.977,0.468,7.81283759831785e-07,"2","Sox13"
"St8sia1",4.73527707956603e-11,0.376701010733292,0.628,0.179,7.85677173041596e-07,"2","St8sia1"
"Stard9",5.03275184265763e-11,0.412433955525087,0.721,0.229,8.35034185733755e-07,"2","Stard9"
"Frmd4a",6.46189951386791e-11,0.677540261239881,1,0.661,1.07215836734096e-06,"2","Frmd4a"
"Zfp36l1",6.53597152339843e-11,0.728566654622225,1,0.789,1.08444839516227e-06,"2","Zfp36l1"
"Actb",7.25670123823194e-11,0.601842711315503,1,1,1.20403186944744e-06,"2","Actb"
"Pkn3",8.14291484211943e-11,0.830282473667343,0.907,0.514,1.35107243060446e-06,"2","Pkn3"
"Dpagt1",8.90745218659516e-11,0.927477778472378,0.953,0.697,1.47792446679987e-06,"2","Dpagt1"
"Pik3r6",9.93804176505919e-11,0.362730295140708,0.791,0.307,1.64891988965862e-06,"2","Pik3r6"
"Exoc3l2",1.05955743348725e-10,0.725547319594984,0.791,0.394,1.75801769364204e-06,"2","Exoc3l2"
"Trim3",1.0658882231515e-10,0.581211545705357,0.837,0.358,1.76852173985297e-06,"2","Trim3"
"Mdfic",1.08298578953718e-10,0.379175384149428,0.791,0.317,1.79689002200009e-06,"2","Mdfic"
"Fhl2",1.10596357119707e-10,0.396815508609313,0.674,0.193,1.83501475733018e-06,"2","Fhl2"
"Dusp6",1.1300550783453e-10,1.47446759199533,0.93,0.706,1.87498738599053e-06,"2","Dusp6"
"Sardh",1.1584386344044e-10,0.274752863063059,0.349,0.041,1.92208138220378e-06,"2","Sardh"
"Gja1",1.30518720480422e-10,0.577010343599967,0.977,0.505,2.16556661021116e-06,"2","Gja1"
"P4ha1",1.31065389797664e-10,0.83512516279293,0.93,0.569,2.17463694752283e-06,"2","P4ha1"
"Sipa1l2",1.35590017618351e-10,0.508343468900117,0.721,0.261,2.24970957232369e-06,"2","Sipa1l2"
"Arhgap281",1.35772345868215e-10,0.870325350079416,1,0.592,2.25273476264542e-06,"2","Arhgap28"
"Ptpn9",1.35772345868215e-10,0.607242019250528,0.93,0.606,2.25273476264542e-06,"2","Ptpn9"
"Nedd9",1.36101405222657e-10,1.12326670852705,0.93,0.486,2.25819451545432e-06,"2","Nedd9"
"S1pr1",1.43203445870004e-10,1.12419982768537,1,0.761,2.37603157387511e-06,"2","S1pr1"
"Map4k3",1.56977639390981e-10,0.899045808039984,0.93,0.564,2.60457299277515e-06,"2","Map4k3"
"Luzp1",1.67930115627854e-10,0.626493239842733,0.977,0.583,2.78629647849736e-06,"2","Luzp1"
"Spns1",1.74397939420789e-10,0.78504374966884,0.953,0.642,2.89361061086974e-06,"2","Spns1"
"Caskin2",1.7898804651365e-10,0.62939147592474,0.977,0.532,2.96976966775448e-06,"2","Caskin2"
"Pltp",1.79399795458801e-10,0.426687547058078,0.419,0.069,2.97660140625243e-06,"2","Pltp"
"Ccdc801",1.84785898188903e-10,0.402405312819449,0.628,0.179,3.06596762275029e-06,"2","Ccdc80"
"Ecm1",1.9457814930601e-10,1.28501941578099,0.907,0.477,3.22844065328531e-06,"2","Ecm1"
"Traf7",2.04258530774143e-10,0.82705603718242,1,0.849,3.38905754260458e-06,"2","Traf7"
"Ckap4",2.15099369136913e-10,0.682090484965373,1,0.67,3.56892873271966e-06,"2","Ckap4"
"Ccdc3",2.45112851454633e-10,0.350804529568447,0.349,0.041,4.06691243133527e-06,"2","Ccdc3"
"Arhgef5",2.4878868735225e-10,0.54473750777644,0.907,0.491,4.12790190054853e-06,"2","Arhgef5"
"Zswim8",2.69271077802783e-10,0.529231073734261,0.977,0.711,4.46774572290377e-06,"2","Zswim8"
"Tmem44",3.00032319783511e-10,0.403350288768274,0.86,0.353,4.97813624984801e-06,"2","Tmem44"
"Zfp41",3.03035441583325e-10,0.592662690189004,0.953,0.463,5.02796404675053e-06,"2","Zfp41"
"Ppp1r2",3.32474660707248e-10,0.730960387741103,1,0.899,5.51641957045465e-06,"2","Ppp1r2"
"Klhdc10",3.44485626656294e-10,0.77394800549506,0.977,0.807,5.71570551748123e-06,"2","Klhdc10"
"Palmd",3.49613449149675e-10,0.290904495659584,0.349,0.046,5.80078634829141e-06,"2","Palmd"
"Zeb1",3.50752837995739e-10,0.587714097677296,1,0.716,5.81969108802529e-06,"2","Zeb1"
"Bzw2",3.65186833543881e-10,0.751443305024395,1,0.885,6.05917994216008e-06,"2","Bzw2"
"Sh3tc1",3.98661136796353e-10,0.54210282351514,0.86,0.408,6.61458558172508e-06,"2","Sh3tc1"
"Fam114a1",4.09985003610025e-10,0.268149643040429,0.721,0.248,6.80247117989753e-06,"2","Fam114a1"
"Ptpru",4.11224799050665e-10,0.414046656811925,0.674,0.211,6.82304186584864e-06,"2","Ptpru"
"Spats2",4.20518791621882e-10,0.57834799544859,0.977,0.573,6.97724779059026e-06,"2","Spats2"
"Abca1",4.43027861148565e-10,0.480067848579302,0.953,0.44,7.35071827217699e-06,"2","Abca1"
"Laptm4b",4.43371721620103e-10,0.888164817450846,0.953,0.775,7.35642360512075e-06,"2","Laptm4b"
"Trio",4.61575186608202e-10,0.535567962755284,0.953,0.61,7.65845549620329e-06,"2","Trio"
"Itga51",4.64702723811302e-10,0.885100323972147,1,0.748,7.71034759347712e-06,"2","Itga5"
"Mcf2l",4.69736071531164e-10,0.311174967186946,0.628,0.202,7.79386089884507e-06,"2","Mcf2l"
"Cnn21",4.78283281676485e-10,0.818979339215996,1,0.94,7.93567620957624e-06,"2","Cnn2"
"Myo1c",5.11009406033361e-10,0.793202310070655,1,0.752,8.47866806490552e-06,"2","Myo1c"
"Gng21",5.11121036134788e-10,0.439013566797156,0.953,0.578,8.48052023154841e-06,"2","Gng2"
"Trim26",5.54396471763305e-10,0.281534128130456,1,0.413,9.19854625949676e-06,"2","Trim26"
"Efnb21",5.56969265607522e-10,1.03820295691629,0.93,0.477,9.24123405496001e-06,"2","Efnb2"
"Fgd6",5.76121307466637e-10,0.416670585559949,0.605,0.197,9.55900473348644e-06,"2","Fgd6"
"Calu1",6.07748877324197e-10,0.731410876217772,1,0.945,1.00837693725631e-05,"2","Calu"
"Gnb1",6.16597553321111e-10,0.635357604998379,1,0.95,1.02305866047039e-05,"2","Gnb1"
"Fndc3b1",6.84028606167228e-10,0.823701847769197,0.907,0.523,1.13494026335266e-05,"2","Fndc3b"
"Prkch",7.07213148182463e-10,0.756323476223909,1,0.826,1.17340805546434e-05,"2","Prkch"
"Peak1",7.09945198713728e-10,0.430877103216696,0.837,0.422,1.17794107370582e-05,"2","Peak1"
"Slc38a3",7.14230609267216e-10,0.278657155970899,0.395,0.064,1.18505142689616e-05,"2","Slc38a3"
"Notch1",7.2662868038092e-10,0.62708275717995,0.953,0.761,1.20562230648802e-05,"2","Notch1"
"Tstd3",7.36117582417701e-10,0.26997046220433,0.721,0.252,1.22136629274745e-05,"2","Tstd3"
"Tek1",7.44192959175794e-10,1.01772659115754,1,0.693,1.23476495786448e-05,"2","Tek"
"Sacs",7.57973134228369e-10,0.698140723996783,0.907,0.482,1.25762902431171e-05,"2","Sacs"
"Kifc3",7.81186543386432e-10,0.541810468808389,0.651,0.216,1.29614471278677e-05,"2","Kifc3"
"Pgm2",8.37189859997514e-10,0.486797734555049,0.977,0.56,1.38906541570787e-05,"2","Pgm2"
"Cd151",8.38210722790266e-10,0.589726250543555,0.953,0.615,1.39075923125361e-05,"2","Cd151"
"Sestd1",8.81611727206901e-10,0.671908011495181,0.907,0.532,1.46277017778169e-05,"2","Sestd1"
"Scarf1",9.11954443240906e-10,0.669991581425362,0.977,0.734,1.51311481222531e-05,"2","Scarf1"
"St6galnac3",9.1287542013848e-10,0.674728450207999,0.814,0.353,1.51464289709377e-05,"2","St6galnac3"
"Ypel2",9.18148219848504e-10,0.257095553117564,0.791,0.289,1.52339152637264e-05,"2","Ypel2"
"Rnf144a",9.21586903690355e-10,0.877235612477899,0.884,0.583,1.52909699060304e-05,"2","Rnf144a"
"Fstl11",9.65364459794373e-10,0.892094380174191,1,0.83,1.60173271169082e-05,"2","Fstl1"
"Cotl1",9.68509260171156e-10,0.511560933659051,1,0.872,1.60695056447598e-05,"2","Cotl1"
"Blmh",1.06302704106476e-09,0.754901634160149,0.953,0.739,1.76377446653465e-05,"2","Blmh"
"Prickle2",1.10259612552656e-09,0.456281023915463,0.302,0.032,1.82942749147367e-05,"2","Prickle2"
"Adarb1",1.14973628099678e-09,0.462870188944493,0.791,0.33,1.90764243742986e-05,"2","Adarb1"
"Fam135a",1.26616808123868e-09,0.533535729433376,0.884,0.417,2.10082608039122e-05,"2","Fam135a"
"Nckipsd",1.33195291749157e-09,0.331077113269272,0.674,0.252,2.20997628070201e-05,"2","Nckipsd"
"Atp9a",1.35700575522136e-09,0.442456850767382,0.651,0.229,2.25154394906328e-05,"2","Atp9a"
"Qsox2",1.42766724559918e-09,0.433070920788186,0.953,0.468,2.36878549389816e-05,"2","Qsox2"
"Lmf2",1.44774459090157e-09,0.578627444545626,0.977,0.739,2.40209782522388e-05,"2","Lmf2"
"Sccpdh",1.45102064621207e-09,0.50838621214917,0.86,0.477,2.40753345619507e-05,"2","Sccpdh"
"Stxbp1",1.75999744086668e-09,0.519630745989858,0.953,0.587,2.920187753886e-05,"2","Stxbp1"
"Bnip2",1.76642314076147e-09,0.575191995718607,1,0.775,2.93084927515143e-05,"2","Bnip2"
"Bmf",1.82798001869757e-09,0.361892044377642,0.814,0.344,3.03298444702301e-05,"2","Bmf"
"Map7d1",1.86109743849539e-09,0.564401167429559,0.977,0.743,3.08793286995156e-05,"2","Map7d1"
"Pik3r3",1.86397341808431e-09,0.588225360953306,0.535,0.142,3.09270469528548e-05,"2","Pik3r3"
"Nudt9",1.96657587482279e-09,0.364259043226375,0.93,0.596,3.26294269150597e-05,"2","Nudt9"
"Arf1",2.08066960423408e-09,0.510539455208304,1,1,3.45224700734518e-05,"2","Arf1"
"Anxa5",2.18893131543834e-09,0.784608920512704,1,0.858,3.6318748385753e-05,"2","Anxa5"
"Itga6",2.55521271051181e-09,0.890277774481445,1,0.867,4.2396089292812e-05,"2","Itga6"
"Xpnpep1",2.66757961015907e-09,0.82251986111772,0.953,0.771,4.42604808917593e-05,"2","Xpnpep1"
"Gnb4",2.76204735465064e-09,0.84642356440343,0.884,0.56,4.58278897083634e-05,"2","Gnb4"
"Pcbp4",2.80109651849107e-09,0.576073028928746,1,0.766,4.64757934348038e-05,"2","Pcbp4"
"Pon2",2.8096313408907e-09,0.621531970105339,0.953,0.706,4.66174032080585e-05,"2","Pon2"
"Rab12",2.99603175851051e-09,0.345900918301468,0.977,0.546,4.97101589372064e-05,"2","Rab12"
"Spata6",3.26251169708569e-09,0.516354822124041,0.93,0.528,5.41315940780458e-05,"2","Spata6"
"Lnx2",3.29088851687459e-09,0.453894078778321,0.814,0.376,5.46024222719832e-05,"2","Lnx2"
"Heg11",3.44325042822428e-09,0.784185923770439,1,0.693,5.71304111050972e-05,"2","Heg1"
"Lpcat1",3.57610536208469e-09,0.719264029601471,0.953,0.688,5.93347401677092e-05,"2","Lpcat1"
"Dusp3",3.68236596486698e-09,0.936093405825612,0.907,0.651,6.10978160890729e-05,"2","Dusp3"
"Mfhas1",3.7346601113581e-09,0.312874547173488,0.86,0.358,6.19654805676536e-05,"2","Mfhas1"
"Msantd2",3.91555642157135e-09,0.707340383469849,0.977,0.633,6.49669121467119e-05,"2","Msantd2"
"Sh3glb1",4.48648594158133e-09,0.566231700664436,1,0.894,7.44397747427175e-05,"2","Sh3glb1"
"Pdlim71",4.56596465134179e-09,0.402076203045001,0.953,0.743,7.57584854950631e-05,"2","Pdlim7"
"Slc39a8",5.04223267260202e-09,0.516466157499836,0.721,0.261,8.36607245038128e-05,"2","Slc39a8"
"Creb3",5.32665206551945e-09,0.293864835872514,0.907,0.454,8.83798110710988e-05,"2","Creb3"
"Pofut2",5.70050390826879e-09,0.655409325761077,0.953,0.729,9.45827608459957e-05,"2","Pofut2"
"Lig4",5.93371504023519e-09,0.254162472420162,0.488,0.124,9.84521999475823e-05,"2","Lig4"
"Marcksl11",5.9942397664368e-09,0.680247351003807,1,0.954,9.94564262047195e-05,"2","Marcksl1"
"Gfod2",6.06338686602745e-09,0.374425004293991,0.791,0.335,0.000100603714881127,"2","Gfod2"
"Shc1",6.24094403141603e-09,0.594979321706114,1,0.89,0.000103549743369255,"2","Shc1"
"Prmt2",6.35990151415417e-09,0.386134234455145,0.953,0.463,0.000105523485922846,"2","Prmt2"
"Rdx",6.48091485378195e-09,0.828189773923828,1,0.94,0.00010753133925395,"2","Rdx"
"Map4",6.74158675840675e-09,0.510925027819681,0.977,0.674,0.000111856407495485,"2","Map4"
"Gdi2",7.50660121168433e-09,0.548593763579329,1,0.995,0.000124549527304266,"2","Gdi2"
"Armcx4",7.56214601128531e-09,0.671997790356089,1,0.674,0.000125471126619246,"2","Armcx4"
"Itpkb",7.77636462812805e-09,0.460536207778975,0.953,0.688,0.000129025441909901,"2","Itpkb"
"Fubp11",7.88027066627854e-09,0.680735234559401,1,0.927,0.000130749450894894,"2","Fubp1"
"Tmem981",7.88261653661339e-09,0.589193446542664,0.884,0.615,0.000130788373575489,"2","Tmem98"
"Dynll11",8.19773908074438e-09,0.524070314849998,1,0.881,0.000136016886827711,"2","Dynll1"
"Ppp1r16b",8.40569376925101e-09,0.396738663469453,0.86,0.422,0.000139467271019413,"2","Ppp1r16b"
"Tgfbr2",8.47911127432824e-09,0.951532328717285,1,0.83,0.000140685414263654,"2","Tgfbr2"
"Sbf2",8.65596874822536e-09,0.519574187600833,0.953,0.601,0.000143619833470555,"2","Sbf2"
"Snx9",8.79512119042043e-09,0.581099835892963,0.977,0.761,0.000145928650791456,"2","Snx9"
"Ptprk",9.36245066458266e-09,0.323111527685961,0.791,0.344,0.000155341781426755,"2","Ptprk"
"Zcchc24",1.02888762844766e-08,0.543847592876635,0.86,0.408,0.000170713035312036,"2","Zcchc24"
"Man1c1",1.08144748374164e-08,0.603786378653779,0.953,0.688,0.000179433766502413,"2","Man1c1"
"Prelid1",1.14006452189394e-08,0.593519424100945,1,0.982,0.000189159505472643,"2","Prelid1"
"Abi3",1.17141024542727e-08,0.255745192468841,0.93,0.495,0.000194360387921292,"2","Abi3"
"Odc1",1.21269810105873e-08,1.12141223702624,1,0.931,0.000201210868927664,"2","Odc1"
"Igf2bp3",1.22240845292551e-08,0.737712357451469,1,0.766,0.000202822010509401,"2","Igf2bp3"
"Dll4",1.24438244003372e-08,1.23583992881178,0.698,0.284,0.000206467934450394,"2","Dll4"
"Micall1",1.27176479262632e-08,0.334836691236909,0.907,0.495,0.000211011214392559,"2","Micall1"
"Mpp1",1.41912930204501e-08,0.550656241583341,0.953,0.633,0.000235461933795309,"2","Mpp1"
"Cfdp1",1.43146497170715e-08,0.69558828072096,0.977,0.881,0.000237508668105651,"2","Cfdp1"
"Meis21",1.44339959584699e-08,0.57857768226934,0.884,0.431,0.000239488860942932,"2","Meis2"
"Tjap1",1.449582705771e-08,0.518268982145766,0.953,0.651,0.000240514762541525,"2","Tjap1"
"Ube2d1",1.49172350376678e-08,0.26212572316575,0.93,0.564,0.000247506763744984,"2","Ube2d1"
"Peli2",1.52208959811304e-08,0.471364245464148,0.884,0.454,0.000252545106118916,"2","Peli2"
"Slc22a23",1.5223467752952e-08,0.371665508596305,0.698,0.275,0.000252587776956979,"2","Slc22a23"
"Erc1",1.54072976777695e-08,0.507541494606846,0.884,0.541,0.000255637883069552,"2","Erc1"
"Cemip2",1.65048509359283e-08,0.785194479882799,0.953,0.578,0.000273848486728923,"2","Cemip2"
"Zfp7111",1.65442463418166e-08,0.473435328312522,0.93,0.505,0.00027450213530342,"2","Zfp711"
"Sqle",1.66490954414655e-08,0.740318756903896,0.977,0.697,0.000276241791564796,"2","Sqle"
"Elovl5",1.70035128337579e-08,0.49097200182767,0.977,0.729,0.000282122284937712,"2","Elovl5"
"Mef2a",1.74975530241286e-08,0.866372468061602,0.977,0.757,0.000290319399776342,"2","Mef2a"
"Pkd2",1.80163266531625e-08,0.432571556313124,0.907,0.5,0.000298926891829272,"2","Pkd2"
"Casd1",1.8155237762956e-08,0.647908837878259,1,0.862,0.000301231704962966,"2","Casd1"
"Faap100",1.83453995913279e-08,0.35469270968268,0.86,0.445,0.000304386870019312,"2","Faap100"
"Ralgds",2.08641731798883e-08,0.469218462560826,0.953,0.491,0.000346178361400707,"2","Ralgds"
"Arhgdia",2.1418629306176e-08,0.673462822241314,1,0.995,0.000355377897448071,"2","Arhgdia"
"Tlnrd1",2.17966997514712e-08,0.307523631601249,0.953,0.711,0.00036165084227641,"2","Tlnrd1"
"9930012K11Rik",2.30305878445078e-08,0.440678117924682,0.721,0.307,0.000382123513516073,"2","9930012K11Rik"
"Tmem65",2.40308376940787e-08,0.355167760890016,0.93,0.491,0.000398719659020153,"2","Tmem65"
"Nr5a2",2.56640800455695e-08,0.25330921265778,0.349,0.064,0.000425818416116089,"2","Nr5a2"
"Lrp11",2.7190660235649e-08,0.312354749047074,0.605,0.22,0.000451147434629888,"2","Lrp11"
"Lims11",2.94265234278784e-08,0.640019174178025,1,0.89,0.000488244876715359,"2","Lims1"
"Pimreg",2.98409814160178e-08,0.989249377946506,0.814,0.436,0.000495121563654567,"2","Pimreg"
"Abhd17a1",3.02571088960844e-08,0.581431387886519,1,0.844,0.000502025950803832,"2","Abhd17a"
"Apaf1",3.31399789372937e-08,0.666520952184492,0.977,0.628,0.000549858530527577,"2","Apaf1"
"Tjp2",3.41276223834183e-08,0.408387702033178,0.93,0.601,0.000566245510585676,"2","Tjp2"
"Actl6a",3.41812998416418e-08,0.587431056096863,1,0.858,0.000567136126972521,"2","Actl6a"
"Tmem86a",3.46427178853981e-08,0.327402662703472,0.651,0.261,0.000574791975154525,"2","Tmem86a"
"Plekhh1",3.58417198488703e-08,0.281803800061618,0.488,0.138,0.000594685815732457,"2","Plekhh1"
"Kctd10",3.64513149480608e-08,0.400764311922618,0.953,0.807,0.000604800217618225,"2","Kctd10"
"Dhrs3",3.95215229061756e-08,0.325985374827206,0.86,0.372,0.000655741108059265,"2","Dhrs3"
"Alad",4.02436418590177e-08,0.454082827459378,0.93,0.573,0.000667722505724822,"2","Alad"
"Pdia5",4.14207799724306e-08,0.503053929762123,0.953,0.583,0.000687253581302569,"2","Pdia5"
"Nisch1",4.34144122297246e-08,0.962128013419591,1,0.977,0.000720331927715591,"2","Nisch"
"Arhgap27",4.63964722821514e-08,0.34704857339215,0.884,0.532,0.000769810268105457,"2","Arhgap27"
"Ttc28",4.68966332191998e-08,0.430650053566631,1,0.72,0.000778108938372962,"2","Ttc28"
"Lxn",4.84915234044402e-08,0.653271231347037,0.953,0.711,0.000804571356326472,"2","Lxn"
"Ackr3",4.90098534288885e-08,0.257801190472708,0.279,0.041,0.000813171488092117,"2","Ackr3"
