"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Nxf1",0.000259031742506493,0.311315130553489,1,0.927,1,"2","Nxf1"
"Tmem214",0.000268597175014771,0.386942444539074,0.93,0.665,1,"2","Tmem214"
"Rtkn",0.000273710811582233,0.289245822153456,0.698,0.45,1,"2","Rtkn"
"Ica1",0.000281478772133721,0.290813617738426,0.93,0.743,1,"2","Ica1"
"Eme1",0.00028425767456399,0.357787414726275,0.698,0.454,1,"2","Eme1"
"Zmym5",0.000288129075847202,0.271364384086932,0.86,0.661,1,"2","Zmym5"
"Nedd41",0.000300150019123654,0.384121719373746,1,0.982,1,"2","Nedd4"
"Ppp2r1b",0.000301492896031428,0.393826747511752,0.953,0.798,1,"2","Ppp2r1b"
"Mprip",0.000302703548433597,0.257201990713672,1,0.972,1,"2","Mprip"
"Cyp20a1",0.000304874477576372,0.432481805054221,0.814,0.615,1,"2","Cyp20a1"
"Ranbp31",0.000313216999611342,0.381849067864403,0.977,0.858,1,"2","Ranbp3"
"Ptpn1",0.000315080364829712,0.428240281564016,0.977,0.885,1,"2","Ptpn1"
"Maml1",0.000317424566915035,0.284896568172681,0.93,0.743,1,"2","Maml1"
"Samd4b",0.000319369229860941,0.297773455737306,1,0.885,1,"2","Samd4b"
"Hadhb",0.000325280137706095,0.285136579624245,0.953,0.904,1,"2","Hadhb"
"Crbn",0.000327525101529754,0.384873423480645,0.791,0.573,1,"2","Crbn"
"Pitpnb",0.000328595502734332,0.361450032823732,0.977,0.862,1,"2","Pitpnb"
"Alkbh8",0.000328740276462748,0.294364520185959,0.86,0.642,1,"2","Alkbh8"
"Tacc3",0.000332644786657415,0.597772999077109,0.93,0.702,1,"2","Tacc3"
"Tsg101",0.000337229522483537,0.342366718781468,0.977,0.885,1,"2","Tsg101"
"Eif4a11",0.000340947711507103,0.353219366916638,1,0.977,1,"2","Eif4a1"
"Tle1",0.000350599521876881,0.477517298175871,0.744,0.56,1,"2","Tle1"
"Dnpep",0.00036260296534679,0.303491293067215,0.977,0.789,1,"2","Dnpep"
"Tnrc6a",0.000362874521734865,0.295496620825789,1,0.89,1,"2","Tnrc6a"
"Nfe2l2",0.00036789952298069,0.30481426669134,1,0.872,1,"2","Nfe2l2"
"Tpgs2",0.00037006198740259,0.3016433577705,0.791,0.445,1,"2","Tpgs2"
"Psmd8",0.000370851024310839,0.335686746006876,1,0.954,1,"2","Psmd8"
"Smarcb1",0.000374563091213325,0.352345544060192,0.977,0.913,1,"2","Smarcb1"
"Ap3m1",0.000375387168676195,0.391337296141827,1,0.803,1,"2","Ap3m1"
"Slc35b1",0.000382205074681872,0.292690243756211,0.977,0.656,1,"2","Slc35b1"
"Acap3",0.00038359913550073,0.32718171685475,0.744,0.454,1,"2","Acap3"
"Gnl3",0.000386987899850412,0.405209839235205,0.977,0.83,1,"2","Gnl3"
"Mcmbp",0.00039065327427009,0.272576693114375,0.93,0.775,1,"2","Mcmbp"
"Cdk16",0.000398158977507302,0.450909200470419,0.977,0.807,1,"2","Cdk16"
"Stam2",0.000402104907431897,0.311354711561702,0.93,0.628,1,"2","Stam2"
"Purb",0.000424643516425102,0.393071941943421,1,0.876,1,"2","Purb"
"Srprb",0.00042485481041556,0.403563086791735,0.953,0.807,1,"2","Srprb"
"Gm42418",0.000434966565996682,0.427063599425511,1,0.991,1,"2","Gm42418"
"Dnaja11",0.000438522428391274,0.343556588908274,1,0.963,1,"2","Dnaja1"
"Zc3h7a",0.000439709501677303,0.481853038680156,0.953,0.894,1,"2","Zc3h7a"
"Tmtc4",0.000448592162219013,0.771917799139524,0.721,0.427,1,"2","Tmtc4"
"Git11",0.000451172201951352,0.40902245896987,1,0.849,1,"2","Git1"
"Med8",0.00045855731332275,0.254266283714947,0.977,0.761,1,"2","Med8"
"Ess2",0.000458756442392158,0.275197663315112,0.837,0.61,1,"2","Ess2"
"Adgra31",0.000468195584772407,0.367803725733894,0.977,0.72,1,"2","Adgra3"
"Nup35",0.00047061745694435,0.299456613768254,0.791,0.578,1,"2","Nup35"
"Ccnb2",0.000484341701940976,0.345066215420122,0.907,0.573,1,"2","Ccnb2"
"1810055G02Rik",0.000488796494774024,0.299072857421302,0.651,0.376,1,"2","1810055G02Rik"
"Cs",0.000496372335449402,0.352112033545609,1,0.945,1,"2","Cs"
"Nt5dc21",0.000503427007991919,0.273731566511703,0.977,0.697,1,"2","Nt5dc2"
"Eif4g1",0.000504329655500128,0.32245070203064,1,0.931,1,"2","Eif4g1"
"Ppib",0.000534893513584122,0.289386612417624,1,0.991,1,"2","Ppib"
"Racgap1",0.000542512646662359,0.456952185210878,0.86,0.624,1,"2","Racgap1"
"Anapc4",0.000550124050096525,0.298168223366718,1,0.849,1,"2","Anapc4"
"Mtmr4",0.000554091879305026,0.262646348399551,0.651,0.408,1,"2","Mtmr4"
"Rsad2",0.000554164600564466,0.496226783847298,0.581,0.326,1,"2","Rsad2"
"Cdca8",0.000577589990440505,0.392872540216834,0.907,0.592,1,"2","Cdca8"
"Gosr2",0.000579523809886765,0.277010577305602,0.977,0.835,1,"2","Gosr2"
"Ick",0.000587464674534389,0.266008755195826,0.907,0.651,1,"2","Ick"
"Mastl",0.000591427194663917,0.254803591820467,0.581,0.349,1,"2","Mastl"
"Kif4",0.000595138856682596,0.376907728320714,0.744,0.491,1,"2","Kif4"
"Rrp7a",0.00060079540682618,0.272597251037239,0.953,0.775,1,"2","Rrp7a"
"Espl1",0.000617072817191024,0.670338920004949,0.674,0.472,1,"2","Espl1"
"Rangap1",0.000618517668874309,0.623983732341316,0.953,0.817,1,"2","Rangap1"
"Prkar1a",0.000619667447189396,0.270581607137211,1,1,1,"2","Prkar1a"
"Ddx42",0.000631033464487407,0.363147553432363,1,0.881,1,"2","Ddx42"
"Setdb1",0.00063592893483996,0.260782264702471,0.953,0.789,1,"2","Setdb1"
"Pgm1",0.000645532407510685,0.304765513442428,0.953,0.711,1,"2","Pgm1"
"Ryk1",0.00065058239727242,0.299462327416343,0.93,0.633,1,"2","Ryk"
"Ulk2",0.000656000408485188,0.251797827537121,0.977,0.739,1,"2","Ulk2"
"Chmp2b",0.000660696653194921,0.478029449102051,0.977,0.894,1,"2","Chmp2b"
"Mtch2",0.000665127700406947,0.255072913209291,0.977,0.821,1,"2","Mtch2"
"Aars",0.000674999698770008,0.350591371804689,0.953,0.766,1,"2","Aars"
"Dnajc10",0.000702241218229608,0.362462842914486,1,0.849,1,"2","Dnajc10"
"Rhno1",0.000707880062183709,0.31853821256466,1,0.821,1,"2","Rhno1"
"Cul71",0.000709957154157524,0.315252458342228,0.977,0.849,1,"2","Cul7"
"Tmem129",0.000730900918336452,0.253419392017974,0.814,0.546,1,"2","Tmem129"
"Hspa8",0.000734310393704905,0.31262040200085,1,1,1,"2","Hspa8"
"Stim2",0.000735227303434053,0.265894870556853,0.977,0.734,1,"2","Stim2"
"Cyc1",0.000752210264432066,0.266263531458141,1,0.835,1,"2","Cyc1"
"Cct6a",0.000758079220091442,0.349815005367198,1,0.959,1,"2","Cct6a"
"Amigo2",0.000770536534204065,0.309852605820795,0.674,0.376,1,"2","Amigo2"
"Plxnb2",0.000771088249261368,0.253960099401623,0.907,0.647,1,"2","Plxnb2"
"Adam17",0.00077828610729324,0.284002300143986,0.93,0.72,1,"2","Adam17"
"Psmc6",0.000793061377321047,0.296395646202021,1,0.904,1,"2","Psmc6"
"Ccar11",0.000797692085673607,0.379292092718553,1,0.885,1,"2","Ccar1"
"Ercc8",0.000816296727920373,0.302672943707563,0.605,0.427,1,"2","Ercc8"
"Usp5",0.000824487522375129,0.313967426140626,0.953,0.83,1,"2","Usp5"
"Ska3",0.000854625289057111,0.276107253207278,0.651,0.422,1,"2","Ska3"
"Zfp639",0.000868121888873001,0.399556041445048,0.884,0.647,1,"2","Zfp639"
"Slc35a4",0.00092193701470081,0.345824250221992,1,0.899,1,"2","Slc35a4"
"Ap2m1",0.000932507474515223,0.438749410513453,1,0.977,1,"2","Ap2m1"
"Prkci",0.000938119762943932,0.276940898523626,0.837,0.606,1,"2","Prkci"
"Lrrc59",0.000943051560425959,0.362302296537258,1,0.89,1,"2","Lrrc59"
"Dusp11",0.000943570536356051,0.28550243297125,0.977,0.899,1,"2","Dusp11"
"Csnk2b",0.000944481088050959,0.276792240546245,0.977,0.908,1,"2","Csnk2b"
"Armcx2",0.000990314835214395,0.578039534692822,1,0.853,1,"2","Armcx2"
"Capza1",0.000991616783878022,0.258518702621567,1,0.922,1,"2","Capza1"
"Gmfb",0.00100960081796647,0.326608017471627,1,0.872,1,"2","Gmfb"
"Get4",0.00101363239379354,0.253966116745425,0.907,0.697,1,"2","Get4"
"Cul2",0.00101987503681367,0.376442372481972,1,0.78,1,"2","Cul2"
"Zc4h2",0.00102391015481667,0.260383409337878,0.791,0.541,1,"2","Zc4h2"
"Polr2c",0.00105226217256269,0.291848668643867,1,0.844,1,"2","Polr2c"
"Zwint",0.00108060875818114,0.382269683425645,1,0.858,1,"2","Zwint"
"Snx17",0.00108681466842209,0.267731173390864,0.977,0.899,1,"2","Snx17"
"Stt3a",0.00111854522329566,0.302295884095324,1,0.876,1,"2","Stt3a"
"Icam1",0.00112997865364096,0.272499637255368,0.907,0.711,1,"2","Icam1"
"Kif20a",0.00113726910046853,0.489804870380649,0.884,0.596,1,"2","Kif20a"
"Lap3",0.00116590772171777,0.412355537895257,0.977,0.853,1,"2","Lap3"
"Cd2bp2",0.00120265750367398,0.429148800032673,0.93,0.743,1,"2","Cd2bp2"
"Cdipt",0.00121121452033393,0.292614423682663,1,0.89,1,"2","Cdipt"
"Vdac1",0.00121528479968018,0.264309226484648,0.977,0.821,1,"2","Vdac1"
"St7l",0.00123511401861972,0.326943662359888,0.837,0.601,1,"2","St7l"
"Dhx57",0.00125660545634534,0.29004075979953,0.791,0.619,1,"2","Dhx57"
"Naa15",0.00125853448850947,0.459439831049308,1,0.844,1,"2","Naa15"
"Plod11",0.00128852163027543,0.560852466764033,0.837,0.583,1,"2","Plod1"
"Pdia3",0.00129163711048245,0.334152448423841,0.907,0.844,1,"2","Pdia3"
"Hdac21",0.00130191287789153,0.403834644276906,1,0.858,1,"2","Hdac2"
"Chmp3",0.00130885534833218,0.255638243180445,1,0.78,1,"2","Chmp3"
"Entpd1",0.00132512799634523,0.277124063480888,0.698,0.459,1,"2","Entpd1"
"Maoa",0.00133407291856361,0.250740482672529,0.791,0.56,1,"2","Maoa"
"Prmt7",0.00139344098740566,0.26746302599017,0.977,0.734,1,"2","Prmt7"
"Obsl11",0.00140388211636089,0.293308391964921,0.977,0.771,1,"2","Obsl1"
"Rhob",0.00140999860603234,0.314094405941781,0.977,0.858,1,"2","Rhob"
"Mtpap",0.00143836990821199,0.36162996400603,0.977,0.807,1,"2","Mtpap"
"Zfp518b",0.00143981690186051,0.273124212429252,0.791,0.482,1,"2","Zfp518b"
"Dhx331",0.00145984064359109,0.286245238665146,0.93,0.702,1,"2","Dhx33"
"Emc3",0.0014630176539781,0.350394656444647,0.953,0.817,1,"2","Emc3"
"Sh3bgrl1",0.00146940191673993,0.274361012585993,1,0.899,1,"2","Sh3bgrl"
"Vldlr",0.00150517208174585,0.435141842747707,0.372,0.17,1,"2","Vldlr"
"Fdft11",0.00155896551184793,0.34948818963976,0.814,0.628,1,"2","Fdft1"
"L3mbtl3",0.00156911868534488,0.298634044703603,0.86,0.569,1,"2","L3mbtl3"
"Depdc1a",0.00156922439650137,0.254585577716648,0.698,0.445,1,"2","Depdc1a"
"Tdg",0.00159098032102698,0.283720057840718,1,0.807,1,"2","Tdg"
"Mark3",0.00159175427651824,0.281727745193759,1,0.789,1,"2","Mark3"
"Arhgap19",0.00163448313182638,0.384736115921569,0.698,0.445,1,"2","Arhgap19"
"Zmiz1",0.00165098472857677,0.27441800327403,0.977,0.945,1,"2","Zmiz1"
"Ptbp11",0.0016772264694772,0.328548813524985,1,0.995,1,"2","Ptbp1"
"Shcbp1",0.00168066951001364,0.305321264504539,0.791,0.537,1,"2","Shcbp1"
"Cnpy4",0.00169744454039073,0.267540650887166,0.977,0.743,1,"2","Cnpy4"
"Ttk",0.00172645546668671,0.329924019775077,0.767,0.477,1,"2","Ttk"
"Dlst",0.00177493586892175,0.32465927145626,1,0.894,1,"2","Dlst"
"Usp4",0.00178120871654553,0.33459310487551,1,0.83,1,"2","Usp4"
"Polk",0.0018356089894219,0.301324401822731,0.605,0.362,1,"2","Polk"
"Gga2",0.00184785713146989,0.252530266745506,1,0.784,1,"2","Gga2"
"Add1",0.00184929282655783,0.383519089343527,1,0.968,1,"2","Add1"
"Hook3",0.00184989985764536,0.307331123316537,0.93,0.729,1,"2","Hook3"
"Incenp",0.00190270095455593,0.329451792225081,0.884,0.697,1,"2","Incenp"
"N4bp1",0.00190315395703941,0.253892151936246,0.977,0.862,1,"2","N4bp1"
"Scd21",0.00196241755436143,0.34106469247029,1,0.945,1,"2","Scd2"
"Strn4",0.00196348033269107,0.307826558375753,0.977,0.835,1,"2","Strn4"
"Cdc27",0.00208839700093258,0.30432423141941,0.977,0.817,1,"2","Cdc27"
"Nras1",0.0021122963699233,0.250435139792447,0.953,0.867,1,"2","Nras"
"Vipas391",0.00214338615711628,0.300599073876885,0.837,0.642,1,"2","Vipas39"
"Pcsk7",0.00214472785286771,0.37407677114358,0.86,0.583,1,"2","Pcsk7"
"Zfp4221",0.00215573255581784,0.271513638969299,1,0.899,1,"2","Zfp422"
"Gnaq",0.0021937231803034,0.269014912960141,1,0.862,1,"2","Gnaq"
"Atp1b3",0.0023037460988541,0.286385585237992,1,0.899,1,"2","Atp1b3"
"Map4k2",0.00231655544223898,0.401389618642387,0.977,0.931,1,"2","Map4k2"
"Plrg1",0.00233166848762293,0.267764022024651,0.86,0.817,1,"2","Plrg1"
"Hmgcr",0.00236562342142598,0.327747571301911,0.93,0.734,1,"2","Hmgcr"
"Zfp2071",0.00237940742400975,0.296115031379278,1,0.968,1,"2","Zfp207"
"Ptpn4",0.00238514009476205,0.38657016589514,0.814,0.638,1,"2","Ptpn4"
"Ppp2r2a",0.00239983911454349,0.2776183083988,1,0.872,1,"2","Ppp2r2a"
"Tspan2",0.0024252309958503,0.324683922251465,0.767,0.564,1,"2","Tspan2"
"Nsmf1",0.00251440679806894,0.261430800905232,0.674,0.459,1,"2","Nsmf"
"Cptp",0.00258272063746783,0.263209762279325,0.558,0.353,1,"2","Cptp"
"Ckap2",0.00258643787195077,0.381743062981784,0.744,0.523,1,"2","Ckap2"
"Eif3d",0.00265506475385034,0.317542829874704,1,0.991,1,"2","Eif3d"
"Capzb",0.0027133789914415,0.327498366873908,1,0.972,1,"2","Capzb"
"Faf2",0.00274172693779845,0.287901986992816,0.907,0.702,1,"2","Faf2"
"Hey11",0.00274419599021385,1.02775065508444,0.535,0.317,1,"2","Hey1"
"Opa1",0.00274823063762672,0.285816713460649,0.953,0.807,1,"2","Opa1"
"Stard41",0.00275323194033645,0.250525553116836,0.977,0.849,1,"2","Stard4"
"D630045J12Rik",0.00275754282931,0.40625412954574,0.512,0.261,1,"2","D630045J12Rik"
"Pacsin2",0.00276798760908566,0.316686470544988,0.977,0.826,1,"2","Pacsin2"
"Ralgps21",0.00282914403252474,0.309143293778225,0.953,0.807,1,"2","Ralgps2"
"Aspm",0.00283853429317457,0.486668193362016,0.628,0.44,1,"2","Aspm"
"Hif1a",0.00285980331420516,0.295052221228892,1,0.876,1,"2","Hif1a"
"Psmc2",0.00288646450704631,0.28274960443987,0.953,0.904,1,"2","Psmc2"
"Fyttd1",0.00307300783860808,0.285641892569379,1,0.835,1,"2","Fyttd1"
"Phactr4",0.00311345467640217,0.295861069739053,0.953,0.761,1,"2","Phactr4"
"Ybx1",0.00315677705639368,0.370391731731508,1,0.977,1,"2","Ybx1"
"Dctn2",0.00317274366946697,0.340507780705561,1,0.908,1,"2","Dctn2"
"Atp2a2",0.00329005144151095,0.381945664630888,1,0.917,1,"2","Atp2a2"
"Aar2",0.00338180668914494,0.258519500462664,0.814,0.615,1,"2","Aar2"
"Ddx39",0.00339712905425796,0.326487150916516,0.977,0.858,1,"2","Ddx39"
"Uba5",0.0034051499248407,0.28015515436515,0.977,0.78,1,"2","Uba5"
"Zfp90",0.0034713687905279,0.310109739180134,0.651,0.404,1,"2","Zfp90"
"Rnf14",0.00358951722975693,0.331131633142063,0.977,0.849,1,"2","Rnf14"
"Pitpna",0.00368107331287943,0.257093699160106,1,0.899,1,"2","Pitpna"
"Eif2s2",0.00377001378177251,0.3092747659412,1,0.972,1,"2","Eif2s2"
"Rab6a",0.00385349497022945,0.312060325289532,1,0.867,1,"2","Rab6a"
"Mtfr1",0.00389937114482565,0.272571734088123,0.93,0.725,1,"2","Mtfr1"
"Phb2",0.00393256979093819,0.256045216846414,1,0.977,1,"2","Phb2"
"Thoc51",0.00395752849801551,0.343016682030061,0.814,0.628,1,"2","Thoc5"
"Tgs1",0.00398525382898139,0.294654781758565,0.93,0.761,1,"2","Tgs1"
"Glyr1",0.0040997002844878,0.310264616971139,1,0.945,1,"2","Glyr1"
"Atrn",0.00425017111775754,0.406567472217757,0.86,0.619,1,"2","Atrn"
"Tbc1d16",0.00428048924812621,0.317853440385202,0.837,0.624,1,"2","Tbc1d16"
"Ppp2r5a",0.00432170644407837,0.342631198689469,0.953,0.899,1,"2","Ppp2r5a"
"Plod2",0.00441936012269691,0.322350260885295,0.558,0.362,1,"2","Plod2"
"Amfr",0.00442440622678046,0.283143071853484,1,0.931,1,"2","Amfr"
"Cat1",0.00447635458506813,0.256134022334056,0.977,0.899,1,"2","Cat"
"H191",0.00449371739851739,0.282809999410026,1,0.867,1,"2","H19"
"Slc44a21",0.0045959270332251,0.387849144153781,1,0.881,1,"2","Slc44a2"
"Qk",0.00490997620630741,0.320764692369512,1,0.95,1,"2","Qk"
"Gja41",0.00495631782936672,1.73588969946635,0.488,0.294,1,"2","Gja4"
"Supt7l",0.00498464150176842,0.317193396726399,0.86,0.651,1,"2","Supt7l"
"Clptm1",0.00517507505828149,0.313228402275083,1,0.899,1,"2","Clptm1"
"Ckap2l",0.0051775295997898,0.309603834016002,0.767,0.509,1,"2","Ckap2l"
"Rbbp9",0.00524417597899129,0.252416895553277,0.744,0.5,1,"2","Rbbp9"
"Cyp26b11",0.00532854999214239,0.505882364154985,0.651,0.431,1,"2","Cyp26b1"
"Ccnl2",0.00539328859374698,0.579040878772687,0.977,0.908,1,"2","Ccnl2"
"Bahcc11",0.00571564877050092,0.289508352172545,0.93,0.844,1,"2","Bahcc1"
"Nup54",0.00591786989142513,0.276369124753884,0.907,0.803,1,"2","Nup54"
"Spata13",0.00610627984596347,0.394771152204314,0.814,0.67,1,"2","Spata13"
"Cct3",0.00626900139563924,0.253093652999041,1,0.94,1,"2","Cct3"
"Cep192",0.00656996536933998,0.296141403127013,0.953,0.784,1,"2","Cep192"
"Prrc1",0.00700123855826463,0.250335080751208,0.93,0.72,1,"2","Prrc1"
"Prc1",0.00715739178908669,0.389447110673141,0.721,0.528,1,"2","Prc1"
"Nusap1",0.00731369118995673,0.316287748559164,0.721,0.509,1,"2","Nusap1"
"Igsf9",0.00742787955938162,0.416559206955597,0.349,0.188,1,"2","Igsf9"
"Rnf40",0.00744340669242415,0.261750341921536,0.93,0.794,1,"2","Rnf40"
"Ncstn",0.00748889823411234,0.275912872941527,0.93,0.826,1,"2","Ncstn"
"Rrp81",0.00763653065958888,0.309983260229943,0.791,0.596,1,"2","Rrp8"
"Kif5b",0.00828080952398074,0.364017989630895,1,0.963,1,"2","Kif5b"
"Itpr1",0.00828622323547198,0.30033966685337,0.907,0.748,1,"2","Itpr1"
"Gtf2e1",0.00832767084015917,0.291745101368439,0.884,0.647,1,"2","Gtf2e1"
"Naa35",0.00870832242280594,0.29840304762772,0.837,0.739,1,"2","Naa35"
"Tomm22",0.00871778214814009,0.258306546098824,1,0.931,1,"2","Tomm22"
"Rcn2",0.00883844784076707,0.296494855354648,0.977,0.862,1,"2","Rcn2"
"Cdv3",0.00889016451132514,0.278644849863857,1,0.936,1,"2","Cdv3"
"Tuba1b",0.0089531501135225,0.295317123153489,1,1,1,"2","Tuba1b"
"Srsf71",0.0091861142669333,0.29181534208371,1,0.959,1,"2","Srsf7"
"Ccnb1",0.00920144958062521,0.522592144257725,0.837,0.638,1,"2","Ccnb1"
"Dpp3",0.0092884376052362,0.274031752775449,1,0.904,1,"2","Dpp3"
"Zkscan31",0.00931783541340328,0.329651742895584,1,0.826,1,"2","Zkscan3"
"Txndc51",0.00989139790811704,0.28215358117497,0.977,0.89,1,"2","Txndc5"
"Tgtp1",3.33465585994307e-48,1.06356512271314,0.976,0.032,5.53286100281753e-44,"3","Tgtp1"
"H2-Q6",5.9853985182872e-44,1.9522520495696,0.951,0.045,9.93097322154213e-40,"3","H2-Q6"
"Tgtp2",1.51538682559176e-41,2.3247728648613,1,0.086,2.51432982102184e-37,"3","Tgtp2"
"H2-Q7",3.67735735606085e-41,2.03583917257939,0.951,0.064,6.10147132517616e-37,"3","H2-Q7"
"Gbp6",4.41272766732701e-33,1.84892024583815,0.732,0.032,7.32159774562898e-29,"3","Gbp6"
"Iigp1",7.48880338658275e-32,1.68364762821791,0.805,0.055,1.24254225790181e-27,"3","Iigp1"
"H2-T23",7.72360547304047e-27,1.94520359598818,1,0.341,1.28150062008688e-22,"3","H2-T23"
"Epb41l4b",1.29964171833443e-25,2.12660667533396,0.927,0.227,2.15636553906049e-21,"3","Epb41l4b"
"Klf9",9.96954822881164e-25,2.04928922784821,0.976,0.364,1.65414744212443e-20,"3","Klf9"
"Nr4a1",1.94076926295236e-24,3.79886169851428,1,0.764,3.22012436109056e-20,"3","Nr4a1"
"B2m",3.9630274547912e-24,3.23786509737798,1,0.964,6.57545515298955e-20,"3","B2m"
"Rps4x",4.15606298750901e-24,1.34223952577461,1,1,6.89573970887495e-20,"3","Rps4x"
"H2-K1",6.44099618591734e-24,3.53866615414162,1,0.845,1.06869008716741e-19,"3","H2-K1"
"Rpl19",6.89116269271853e-24,1.38926214381638,1,1,1.14338171397586e-19,"3","Rpl19"
"Rpl21",7.21447360227292e-24,1.37160635392177,1,0.995,1.19702546008912e-19,"3","Rpl21"
"Cd74",7.32391762790886e-24,1.42438226894866,0.585,0.036,1.21518441282264e-19,"3","Cd74"
"Tpt1",1.53282802312379e-23,1.11089226830533,1,1,2.543268255967e-19,"3","Tpt1"
"Rpl5",1.60417837496775e-23,1.0872296475241,1,1,2.6616527597465e-19,"3","Rpl5"
"H2-D1",1.62197395132577e-23,3.24203132357974,1,0.895,2.69117918003971e-19,"3","H2-D1"
"Rps24",2.6425759464688e-23,1.30108265607833,1,1,4.38456201038103e-19,"3","Rps24"
"Rplp1",3.31292808400572e-23,1.41993128721211,1,1,5.49681027698229e-19,"3","Rplp1"
"Rpl17",4.2458312358659e-23,1.1614482377453,1,1,7.0446831865487e-19,"3","Rpl17"
"Rps9",4.75174324714295e-23,1.32691728574654,1,1,7.88409239565959e-19,"3","Rps9"
"Rpl13",6.22252680405689e-23,1.1794692347414,1,1,1.03244164732912e-18,"3","Rpl13"
"Rps10",8.14265642906802e-23,1.19417161888753,1,1,1.35102955471097e-18,"3","Rps10"
"Fosl2",9.79024689310672e-23,2.55970832546414,1,0.705,1.62439776450427e-18,"3","Fosl2"
"Rps16",1.01825998325387e-22,1.14974302018631,1,1,1.68949696421482e-18,"3","Rps16"
"Rpl3",1.04125217857445e-22,1.06169057746441,1,1,1.72764561469072e-18,"3","Rpl3"
"Fau",1.24467304291942e-22,0.979676734409533,1,1,2.0651615128119e-18,"3","Fau"
"Ly6a",1.26614059389258e-22,1.64113702847445,0.902,0.264,2.10078047338657e-18,"3","Ly6a"
"Rps18",1.94174545397753e-22,1.13359542447297,1,1,3.22174405723951e-18,"3","Rps18"
"Tmem176b",2.22317623532133e-22,1.7416200245984,1,0.886,3.68869400964515e-18,"3","Tmem176b"
"Rpl32",2.70689815614331e-22,1.12524978723778,1,1,4.49128542067297e-18,"3","Rpl32"
"Rps7",3.02312398805452e-22,1.07916820931165,1,1,5.01596732098006e-18,"3","Rps7"
"Rps19",4.11643175895405e-22,1.14503859977891,1,1,6.82998357445657e-18,"3","Rps19"
"Zfp36",4.24102328973559e-22,2.68392482290418,1,0.873,7.0367058423293e-18,"3","Zfp36"
"Rps6",4.90837074720856e-22,1.1805169841491,1,1,8.14396874376845e-18,"3","Rps6"
"Rpl9",7.94990979268345e-22,1.14006060410162,1,1,1.31904903280204e-17,"3","Rpl9"
"Rps14",9.06347436722943e-22,1.1118066854412,1,1,1.50381166701071e-17,"3","Rps14"
"Mpl1",9.18549559758544e-22,2.43026579213048,1,0.641,1.52405742955138e-17,"3","Mpl"
"Rpl27a",9.89022253456724e-22,0.815381563369998,1,1,1.6409857229354e-17,"3","Rpl27a"
"Rpl23",1.66702007637965e-21,1.07779824660301,1,1,2.76591971072911e-17,"3","Rpl23"
"Rps5",1.70357332438828e-21,0.974697494310628,1,1,2.82656885982503e-17,"3","Rps5"
"Fam110a",2.95810114701932e-21,1.87378885396584,0.976,0.682,4.90808142313445e-17,"3","Fam110a"
"Serpina3g",3.12697334485538e-21,3.30002847300406,1,0.586,5.18827417378404e-17,"3","Serpina3g"
"Rpl10",3.62815655789142e-21,1.07008980187022,1,1,6.01983736085344e-17,"3","Rpl10"
"Rpl26",3.70704160060974e-21,1.03275840494957,1,1,6.15072342373169e-17,"3","Rpl26"
"Rpl10-ps3",4.40230809880716e-21,0.452429529255227,1,1,7.30430959754084e-17,"3","Rpl10-ps3"
"Lmo21",4.62670980738777e-21,1.88791034808194,1,0.918,7.67663691241778e-17,"3","Lmo2"
"Rps20",5.22629311057232e-21,1.09000658158076,1,1,8.6714655290616e-17,"3","Rps20"
"Gm5148",8.01431071332561e-21,0.824696681050744,1,0.995,1.32973443355499e-16,"3","Gm5148"
"Psmb8",8.36165477759688e-21,1.56343869544057,1,0.486,1.38736576069887e-16,"3","Psmb8"
"Rps12",9.10746953254654e-21,1.11531249974706,1,1,1.51111134484012e-16,"3","Rps12"
"Rpl9-ps6",9.10746953254654e-21,0.415433464222649,1,1,1.51111134484012e-16,"3","Rpl9-ps6"
"Nphs1",1.12661566695623e-20,0.614588892937927,1,0.995,1.86928071461377e-16,"3","Nphs1"
"Rps23",1.30710546085862e-20,1.1151219282508,1,0.995,2.16874938065662e-16,"3","Rps23"
"Rps3a1",1.72138284843797e-20,1.2729425273373,1,1,2.85611842212827e-16,"3","Rps3a1"
"Rpl23a",2.21778618697554e-20,0.964063564132578,1,1,3.67975084142982e-16,"3","Rpl23a"
"Nr4a2",3.34989472719885e-20,2.23857482474181,1,0.509,5.55814533136834e-16,"3","Nr4a2"
"AW112010",3.40919341854487e-20,0.619416291714532,0.61,0.064,5.65653372004965e-16,"3","AW112010"
"Ifi2031",3.86591331558311e-20,1.56300400336587,0.951,0.282,6.41432337321549e-16,"3","Ifi203"
"Rps13",5.58111205502057e-20,0.933047709491776,1,1,9.26018112169012e-16,"3","Rps13"
"Rplp0",6.06663472982957e-20,0.919098558846192,1,1,1.00657603437332e-15,"3","Rplp0"
"Gm47398",6.32392046427595e-20,0.297083884569549,1,0.982,1.04926488343267e-15,"3","Gm47398"
"Pdzk1ip1",9.05760914567898e-20,1.3030453638164,1,0.55,1.50283850945106e-15,"3","Pdzk1ip1"
"Lgals3bp",1.36039546883064e-19,2.40015988629478,1,0.586,2.2571681618838e-15,"3","Lgals3bp"
"Rps3",1.85609093672491e-19,0.959288372780847,1,1,3.07962608221397e-15,"3","Rps3"
"Mndal",2.18296870117332e-19,1.62939535457349,0.805,0.205,3.62198166898678e-15,"3","Mndal"
