HVG
Agpat3
Plpp2
Prtn3
Cnn2
Sbno2
Abhd17a
Pip5k1c
Tbxa2r
Ckap4
Hsp90b1
Stab2
Igf1
Elk3
Nudt4
Atp2b1
Dusp6
Ppp1r12a
Csrp2
Ptprb
Lyz2
Hmga2
Srgap1
Shmt2
Stat6
Gpr182
Myl6
Esyt1
Cd63
Limk2
Rnf185
Ap1b1
Xbp1
Igfbp3
Upp1
Ikzf1
Grb10
Plek
Cnrip1
Meis1
B3gnt2
Ccdc88a
Rtn4
Rhbdf1
Sh3pxd2b
Lcp2
Spdl1
Hmmr
Pttg1
Adam19
Zfp62
Flt4
N4bp3
Irf1
Gpx3
Anxa6
Sparc
Mprip
Llgl1
Shmt1
Grap
Pmp22
Myh10
Arhgef15
Pfas
Aurkb
Chd3
Tmem88
Eif5a
Slc16a13
Bcl6b
Alox12
6330403K07Rik
Pimreg
Smtnl2
Zzef1
P2rx1
Serpinf1
Slc43a2
Inpp5k
Myo1c
Fam57a
Nxn
Cpd
Ssh2
Myo18a
Rab34
Spag5
Tnfaip1
Lgals9
Tmem98
Slfn9
Mpo
Scpep1
Trim25
Tmem100
Spag9
Col1a1
Lasp1
Arl5c
Fbxl20
Erbb2
Cdc6
Top2a
Igfbp4
Jup
Cavin1
Ramp2
Dusp3
Grn
Itga2b
Arhgap27
Arf2
Itgb3
Map3k3
Icam2
Pecam1
Smurf2
Kpna2
Gprc5c
Hid1
Cdr2l
Trim47
Acox1
Tk1
Birc5
Timp2
Pcyt2
Rhob
Sdc1
Mycn
Rrm2
Mboat2
Kidins220
Id2
Sox11
Trappc12
Pxdn
Lamb1
Hbp1
Tspan13
Arl4a
Strn3
Nfkbia
Ralgapa1
Clec14a
Mis18bp1
Prkch
Rhoj
Syne2
Fut8
Tmem229b
Zfp36l1
Pcnx
Zfp410
Flrt2
Foxn3
Fbln5
Lgmn
Serpina3g
Meg3
Rian
Tnfaip2
Ckb
Crip2
Crip1
Rapgef5
Klf6
Idi1
Nid1
Arid4b
Elmo1
Hist1h1b
Hist1h2ap
Hist1h2ae
Hist1h4d
Hist1h1e
Hist1h1c
Sox4
Serpinb6a
Tubb2a
Txndc5
Slc35b3
Nedd9
Edn1
Gmpr
Cks2
Gadd45g
Syk
Dbn1
Pdlim7
Fam193b
Ctla2a
Aopep
Ptch1
Ctsl
Nsun2
Ice1
D030007L05Rik
Slc12a7
Arrdc3
Rasa1
Hapln1
Vcan
F2r
Iqgap2
Hmgcr
Map1b
Ocln
Ccnb1
Pik3r1
Mast4
Plk2
Il6st
Gpx8
Itga1
Emb
Hmgcs1
Flnb
Nid2
Vcl
Ppif
Prkcd
Stab1
Sh3bp5
Sncg
Mmrn2
Fermt2
Bmp4
Wdhd1
Abhd4
Mmp14
Ajuba
Pck2
Dcaf11
Adcy4
Lats2
Spata13
Sacs
Fdft1
Sox7
Pbk
Clu
Loxl2
9930012K11Rik
Bmp1
Dok2
Lpar6
Lcp1
Tsc22d1
Pcdh17
Ednrb
Farp1
Dock9
Selenop
Ghr
Oxct1
Dab2
Lifr
Rai14
Npr3
Myo10
Trio
Dap
Laptm4b
Vps13b
Rnf19a
Klf10
Azin1
Mtss1
Sqle
Myc
Sla
Ptk2
Ptp4a3
Ly6e
Plec
Bop1
Myh9
Rac2
Cyth4
Card10
Cdc42ep1
Lgals1
H1f0
Pdgfb
Tspo
Fam118a
Fbln1
Pim3
Plxnb2
Lmf2
Gxylt1
Prickle1
Ano6
Arid2
Slc38a2
Slc38a4
Rapgef3
Hdac7
Tuba1b
Tuba1a
Tuba1c
Fmnl3
Racgap1
Lima1
Bin2
Nr4a1
Krt18
Calcoco1
Nfe2
Itga5
Nckap1l
Zfp263
Rogdi
AU021092
Litaf
Snn
Zc3h7a
Mrtfb
Klhl22
Cldn5
Cdc45
Klhl6
Klhl24
Abcc5
St6gal1
Lpp
Tmem44
Nrros
Heg1
Mylk
Pdia5
Golgb1
Fstl1
Lrrc58
Gsk3b
Arhgap31
B4galt4
Gap43
Ccdc80
Phldb2
Cd47
Filip1l
St3gal6
Samsn1
Nrip1
App
Cyyr1
Adamts1
Gm49708
Ifnar1
Slc5a3
Chaf1b
Vps26c
Ets2
Ezr
Igf2r
Afdn
Fam120b
Zfp948
Ccnf
Slc9a3r2
Nubp2
Mapk8ip3
Tmem204
Dusp1
Itpr3
Adamts10
H2-K1
Notch4
Neu1
Zfp57
Gm26917
Adgrf5
Slc29a1
Tmem63b
Rftn1
Sh3gl1
Tnfaip8l1
Uhrf1
Ptprs
Pja2
Rab31
Ptprm
Tgif1
Ndc80
Ehd3
Ltbp1
Rasgrp3
Epas1
Gm10184
Bambi
Zeb1
Colec12
Npc1
Lama3
Zfp521
Cdh2
Zfp35
Stard4
Nrep
Kif20a
Egr1
Ecscr
Tmem173
Hbegf
Arap3
Dpysl3
Sema6a
Snx2
Slc12a2
Fbn2
Synpo
Pdgfrb
Afap1l1
Zfp532
Tubb6
Tcf4
Acaa2
Pqlc1
Atp9b
Tcirg1
B4gat1
Cd248
Efemp2
Malat1
Cdca5
Fermt3
Slc3a2
Ahnak
Incenp
Rab3il1
Fads2
Fads1
Tmem109
Psat1
Pcsk5
Anxa1
Cemip2
Smarca2
Acta2
Fas
Lipa
Kif20b
Kif11
Cep55
Pdlim1
Entpd1
Marveld1
Nkx2-3
Scd2
Wbp1l
Slk
Add3
Ablim1
Slc18a2
Shroom4
Clcn5
Tspan7
Mid1ip1
Usp11
Klhl13
Dock11
Xiap
Sash3
Gpc3
Ints6l
Fhl1
Cd99l2
Nsdhl
Bgn
Renbp
Flna
Dkc1
Mpp1
Pls3
Tmem47
Maged1
Heph
Kif4
Il2rg
Nhsl2
Zdhhc15
Itm2a
Zfp711
Klhl4
Tspan6
Armcx4
Armcx1
Armcx6
Armcx2
Gprasp1
Bex2
Tceal9
Pwwp3b
Amot
Tro
Maged2
Shroom2
Sat1
Bmx
Mospd2
Gpm6b
Gm47283
